strain,orien,roundness,aspect,size,tilt,nearest_grain,ferrite_bainite,size4,subtraction
3.0,2.0,0.654,0.518,0.3515485938056249,22.46199999999999,10.2956,1.0,0.1601993592025632,0.19134923460306166
1.0,2.0,0.753,0.7759999999999999,0.4049483802064792,9.163000000000013,16.7631,1.0,0.1512993948024208,0.25364898540405845
2.0,0.0,0.6509999999999999,0.83,0.7520469918120329,69.028,14.0,0.0,0.0800996796012816,0.6719473122107513
0.0,2.0,0.654,0.722,0.5740477038091849,49.08600000000001,14.5602,0.0,0.06229975080099681,0.5117479530081881
3.0,1.0,0.665,0.748,0.4939480242079032,13.994000000000002,30.8707,0.0,0.2580989676041296,0.2358490566037736
2.0,2.0,0.6609999999999999,0.7879999999999999,0.689747241011036,21.452,14.0,0.0,0.21359914560341764,0.4761480954076184
2.0,2.0,0.454,0.521,0.6407974368102528,46.20599999999999,18.0278,0.0,0.18689925240299046,0.4538981844072624
3.0,1.0,0.404,0.8079999999999999,0.9878960484158064,81.059,18.2483,1.0,0.4271982912068353,0.5606977572089711
1.0,3.0,0.682,0.677,0.5517977928088288,12.808999999999996,14.5602,0.0,0.1512993948024208,0.400498398006408
2.0,2.0,0.5660000000000001,0.7070000000000001,0.3559985760056961,71.796,16.7631,0.0,0.044499822000712015,0.3114987540049841
2.0,1.0,0.731,0.921,1.4017443930224285,31.78800000000001,27.074,0.0,0.7831968672125312,0.6185475258098972
2.0,2.0,0.519,0.624,1.0279458882164472,39.787000000000006,18.0278,1.0,0.7208971164115344,0.30704877180491275
1.0,3.0,0.534,0.485,0.8632965468138128,6.881,36.3456,0.0,0.4983980064079744,0.3648985404058385
2.0,3.0,0.449,0.767,2.1448914204343192,84.569,19.4165,1.0,1.4862940548237809,0.6585973656105384
2.0,3.0,0.489,0.53,0.4494482022071912,15.336999999999987,19.4165,0.0,0.1512993948024208,0.2981488074047705
3.0,2.0,0.353,0.269,0.6318974724101104,11.77,10.2956,1.0,0.21359914560341764,0.4182983268066928
1.0,3.0,0.508,0.483,0.3826984692061233,63.235,15.0,0.0,0.044499822000712015,0.3381986472054113
3.0,1.0,0.285,0.34600000000000003,0.6051975792096832,28.633999999999986,51.0392,0.0,0.08899964400142403,0.5161979352082592
3.0,0.0,0.763,0.7490000000000001,1.0768956924172306,62.339,30.8707,0.0,0.06229975080099681,1.0145959416162338
1.0,3.0,0.365,0.486,1.521893912424351,22.816,36.3456,0.0,0.8543965824136706,0.6674973300106803
1.0,2.0,0.635,0.613,0.3559985760056961,58.273,15.0,0.0,0.044499822000712015,0.3114987540049841
2.0,1.0,0.487,0.436,0.7920968316126736,56.214,18.3848,0.0,0.2046991812032752,0.5873976504093984
2.0,0.0,0.331,0.525,1.6331434674261305,62.378,21.1896,1.0,0.08899964400142403,1.5441438234247065
2.0,1.0,0.483,0.8079999999999999,0.3159487362050552,66.851,25.1794,1.0,0.0177999288002848,0.2981488074047704
3.0,0.0,0.242,0.16,0.7742969028123888,45.355,51.6236,0.0,0.0355998576005696,0.7386970452118192
2.0,0.0,0.4,0.604,0.5918476326094696,28.39099999999999,24.1868,0.0,0.1690993236027056,0.422748309006764
3.0,1.0,0.255,0.605,1.3883944464222144,68.19800000000001,14.2127,0.0,0.1601993592025632,1.2281950872196512
1.0,0.0,0.742,0.713,0.511747953008188,10.195,31.8277,1.0,0.21359914560341764,0.29814880740477034
2.0,1.0,0.624,0.958,0.7297970808116768,88.868,23.3452,0.0,0.3114987540049841,0.4182983268066927
3.0,2.0,0.6,0.8440000000000001,0.5962976148095408,58.317,13.1529,0.0,0.06229975080099681,0.533997864008544
3.0,2.0,0.364,0.445,0.9255962976148098,1.4409999999999998,22.0907,0.0,0.5339978640085441,0.3915984336062657
3.0,2.0,0.293,0.765,2.4608401566393736,6.445,13.1529,0.0,0.9522961908152368,1.5085439658241369
3.0,0.0,0.826,0.685,0.3648985404058384,41.70500000000001,14.2127,0.0,0.0711997152011392,0.2936988252046992
3.0,3.0,0.7929999999999999,0.916,0.7431470274118905,58.50100000000001,12.6491,1.0,0.6318974724101104,0.11124955500178013
0.0,0.0,0.614,0.625,0.978996084015664,81.90899999999998,17.0,0.0,0.044499822000712015,0.934496262014952
1.0,2.0,0.405,0.298,0.3114987540049841,12.861999999999995,20.3961,0.0,0.0355998576005696,0.2758988964044145
2.0,2.0,0.674,0.621,0.5918476326094696,87.678,22.2036,1.0,0.0088999644001424,0.5829476682093272
3.0,0.0,0.5529999999999999,0.7120000000000001,0.3025987896048416,59.609,23.3238,0.0,0.0,0.3025987896048416
2.0,2.0,0.59,0.348,0.400498398006408,24.101,23.0,0.0,0.08899964400142403,0.311498754004984
1.0,3.0,0.474,0.502,1.1925952296190816,35.86099999999999,23.0,0.0,0.3381986472054112,0.8543965824136703
2.0,3.0,0.509,0.401,0.3025987896048416,0.17799999999999727,29.1204,1.0,0.0088999644001424,0.2936988252046992
3.0,2.0,0.682,0.645,0.6274474902100393,12.384,12.6491,1.0,0.3292986828052689,0.2981488074047704
2.0,3.0,0.392,0.767,0.6541473834104664,15.284,11.4018,0.0,0.0177999288002848,0.6363474546101816
1.0,3.0,0.507,0.308,0.3960484158063368,26.314,21.0238,0.0,0.1245995016019936,0.27144891420434325
1.0,0.0,0.624,0.418,0.511747953008188,45.843,21.0238,0.0,0.05339978640085441,0.4583481666073336
3.0,2.0,0.425,0.79,1.4818440726237097,39.922,24.6982,0.0,0.8543965824136706,0.6274474902100391
0.0,2.0,0.43,0.546,0.3648985404058384,82.581,20.3961,0.0,0.0,0.3648985404058384
2.0,2.0,0.723,0.705,0.7876468494126024,16.507000000000005,26.2488,0.0,0.06229975080099681,0.7253470986116056
2.0,3.0,0.521,0.455,0.3871484514061944,22.261,11.4018,0.0,0.1690993236027056,0.2180491278034888
3.0,1.0,0.289,0.529,0.9745461018155928,25.911,16.4924,0.0,0.4093983624065504,0.5651477394090423
2.0,3.0,0.25,0.607,2.865788536845853,74.997,18.0278,1.0,1.2548949804200786,1.6108935564257745
3.0,2.0,0.537,0.605,0.3248487006051976,38.548,16.1245,0.0,0.0266998932004272,0.2981488074047704
3.0,1.0,0.49,0.498,1.8778924884300463,79.86,32.0156,1.0,1.6909932360270563,0.18689925240298996
3.0,1.0,0.328,0.459,0.9923460306158776,53.88399999999999,25.2389,0.0,0.10679957280170882,0.8855464578141687
1.0,0.0,0.77,0.596,0.4761480954076184,5.199000000000012,22.6274,0.0,0.06229975080099681,0.4138483446066216
2.0,2.0,0.75,0.763,0.9923460306158776,83.57799999999997,24.6982,1.0,0.5072979708081169,0.4850480598077607
3.0,0.0,0.691,0.813,0.3559985760056961,60.42100000000001,14.1421,0.0,0.10679957280170882,0.24919900320398725
3.0,3.0,0.6779999999999999,0.54,0.8721965112139553,17.506,14.1421,0.0,0.6229975080099681,0.24919900320398716
3.0,3.0,0.687,0.679,0.3693485226059096,16.045,24.0208,1.0,0.1423994304022784,0.2269490922036312
2.0,3.0,0.607,0.483,1.2281950872196512,81.127,18.0278,1.0,0.9878960484158064,0.24029903880384484
2.0,2.0,0.229,0.368,2.078141687433251,78.439,15.1327,0.0,1.3883944464222144,0.6897472410110363
3.0,3.0,0.691,0.787,0.3559985760056961,57.413,11.1803,0.0,0.0177999288002848,0.3381986472054113
2.0,3.0,0.606,0.423,0.5250978996084016,2.201,26.9072,0.0,0.3737985048059809,0.15129939480242066
2.0,3.0,0.362,0.743,1.909042363830545,69.322,21.0238,1.0,0.44499822000712,1.464044143823425
3.0,3.0,0.611,0.767,0.3782484870060521,13.282,11.1803,0.0,0.0088999644001424,0.3693485226059097
2.0,1.0,0.6509999999999999,0.82,0.4494482022071912,4.127,15.0333,0.0,0.0711997152011392,0.378248487006052
3.0,2.0,0.445,0.625,4.7970808116767545,11.058,16.1245,1.0,0.9166963332146674,3.880384478462087
2.0,3.0,0.19,0.637,1.7710929156283377,41.358000000000004,24.0208,0.0,0.23139907440370244,1.5396938412246353
1.0,1.0,0.726,0.6990000000000001,0.4494482022071912,24.15799999999999,12.8062,1.0,0.21359914560341764,0.2358490566037736
1.0,1.0,0.313,0.229,1.615343538625846,0.09299999999998933,12.8062,0.0,0.9967960128159488,0.6185475258098971
3.0,1.0,0.639,0.637,1.4328942684229264,8.701,29.4109,1.0,0.06229975080099681,1.3705945176219296
2.0,0.0,0.5760000000000001,0.394,0.3915984336062656,30.152,6.7082,0.0,0.0266998932004272,0.3648985404058384
2.0,3.0,0.586,0.594,0.600747597009612,12.14500000000001,18.6815,1.0,0.4271982912068353,0.17354930580277672
3.0,2.0,0.47,0.37,0.3025987896048416,0.725,26.4764,0.0,0.044499822000712015,0.2580989676041296
2.0,3.0,0.627,0.448,0.5428978284086865,21.372999999999987,10.198,0.0,0.2580989676041296,0.2847988608045569
2.0,0.0,0.7759999999999999,0.728,0.3203987184051264,15.637,6.7082,1.0,0.044499822000712015,0.2758988964044144
3.0,1.0,0.741,0.764,0.3426486294054824,56.916,25.0799,0.0,0.0,0.3426486294054824
2.0,3.0,0.612,0.584,0.7965468138127448,13.189,10.198,0.0,0.5250978996084016,0.27144891420434325
2.0,3.0,0.405,0.8240000000000001,1.1080455678177288,59.492,23.2594,1.0,0.26699893200427205,0.8410466358134567
1.0,1.0,0.7040000000000001,0.547,0.511747953008188,22.179,19.105,0.0,0.0266998932004272,0.4850480598077608
3.0,1.0,0.763,0.847,0.5873976504093985,7.657,28.1603,1.0,0.3114987540049841,0.2758988964044144
3.0,1.0,0.266,0.157,0.6274474902100393,21.935,19.105,1.0,0.0,0.6274474902100393
3.0,1.0,0.445,0.3670000000000001,0.8721965112139553,11.299,19.105,1.0,0.4182983268066929,0.4538981844072624
2.0,3.0,0.525,0.667,0.5384478462086153,20.650000000000006,12.0416,0.0,0.18689925240299046,0.3515485938056249
2.0,3.0,0.7709999999999999,0.644,0.3337486650053401,19.640999999999988,20.025,0.0,0.1512993948024208,0.18244927020291926
1.0,3.0,0.5379999999999999,0.41,0.3070487718049128,20.28200000000001,20.025,0.0,0.0177999288002848,0.289248843004628
2.0,1.0,0.659,0.594,0.3248487006051976,55.483000000000004,30.0666,1.0,0.10679957280170882,0.2180491278034888
3.0,3.0,0.58,0.7659999999999999,1.0635457458170172,25.698,23.0217,1.0,0.7475970096119617,0.3159487362050555
2.0,1.0,0.541,0.667,1.0101459594161626,82.574,16.2788,1.0,0.6140975436098256,0.396048415806337
0.0,0.0,0.463,0.7040000000000001,0.9255962976148098,81.95700000000002,17.0294,1.0,0.0711997152011392,0.8543965824136706
2.0,1.0,0.47,0.611,1.2637949448202208,58.994,25.4951,1.0,0.6585973656105377,0.6051975792096831
1.0,3.0,0.644,0.622,0.5028479886080457,21.77799999999999,45.0444,0.0,0.06229975080099681,0.4405482378070489
1.0,2.0,0.355,0.606,1.0368458526165896,22.189,29.2062,1.0,0.5339978640085441,0.5028479886080455
3.0,1.0,0.403,0.662,0.8855464578141689,42.458,26.4764,1.0,0.44499822000712,0.4405482378070489
1.0,1.0,0.584,0.611,0.4182983268066929,35.78399999999999,11.7047,0.0,0.1423994304022784,0.27589889640441445
2.0,3.0,0.53,0.6,0.7164471342114632,43.903999999999996,24.8395,1.0,0.05339978640085441,0.6630473478106088
3.0,1.0,0.35100000000000003,0.311,0.6496974012103952,40.30699999999999,21.3776,1.0,0.23139907440370244,0.4182983268066928
2.0,1.0,0.484,0.5760000000000001,0.4805980776076896,20.402999999999988,20.3961,1.0,0.1601993592025632,0.32039871840512635
2.0,3.0,0.421,0.604,0.9923460306158776,14.233,27.5136,0.0,0.44499822000712,0.5473478106087576
2.0,1.0,0.657,0.394,0.5161979352082592,0.5279999999999916,10.198,1.0,0.2491990032039872,0.266998932004272
0.0,0.0,0.35600000000000004,0.236,0.7653969384122465,16.525,17.0294,0.0,0.05339978640085441,0.7119971520113921
1.0,3.0,0.619,0.472,0.3470986116055536,17.551,30.4138,0.0,0.0177999288002848,0.3292986828052688
2.0,2.0,0.395,0.835,2.0425418298326807,78.855,30.4138,0.0,1.1124955500178,0.9300462798148807
2.0,1.0,0.5,0.338,0.9255962976148098,22.602000000000004,10.198,1.0,0.4271982912068353,0.4983980064079745
1.0,1.0,0.6659999999999999,0.701,0.7920968316126736,3.179,11.7047,1.0,0.2580989676041296,0.5339978640085441
1.0,1.0,0.441,0.397,1.1658953364186546,6.468999999999994,17.4642,0.0,0.3648985404058384,0.8009967960128161
1.0,3.0,0.335,0.16699999999999998,0.7119971520113921,30.645,29.0689,0.0,0.044499822000712015,0.6674973300106801
2.0,3.0,0.605,0.7240000000000001,0.7876468494126024,36.646,12.8062,1.0,0.4093983624065504,0.378248487006052
1.0,3.0,0.7170000000000001,0.79,0.3470986116055536,29.14599999999999,21.2132,1.0,0.06229975080099681,0.2847988608045568
2.0,0.0,0.522,0.76,1.1925952296190816,44.658,16.1245,1.0,0.8899964400142399,0.3025987896048417
2.0,0.0,0.755,0.99,0.3114987540049841,40.445,25.1794,0.0,0.0088999644001424,0.3025987896048417
2.0,3.0,0.46,0.657,2.3629405482378067,88.412,31.0161,0.0,0.7386970452118192,1.6242435030259874
2.0,3.0,0.4270000000000001,0.7559999999999999,0.5562477750089,29.89,8.2462,1.0,0.06229975080099681,0.4939480242079032
2.0,3.0,0.56,0.6920000000000001,0.4983980064079744,89.61200000000002,27.8568,0.0,0.0355998576005696,0.4627981488074048
2.0,3.0,0.574,0.595,0.3960484158063368,7.648,8.2462,1.0,0.05339978640085441,0.3426486294054824
2.0,2.0,0.415,0.5710000000000001,0.645247419010324,9.68,27.5136,0.0,0.3381986472054112,0.3070487718049128
1.0,0.0,0.389,0.456,1.3127447490210042,41.488,23.5372,1.0,0.9700961196155216,0.3426486294054827
1.0,1.0,0.287,0.7809999999999999,0.867746529013884,32.29,17.4642,0.0,0.0800996796012816,0.7876468494126024
2.0,3.0,0.547,0.623,0.4583481666073337,26.002,9.434,0.0,0.3114987540049841,0.14684941260234954
2.0,3.0,0.349,0.7979999999999999,1.9802420790316841,19.26,25.0,1.0,1.1836952652189392,0.7965468138127447
2.0,2.0,0.535,0.748,1.3616945532217872,42.51900000000001,26.0768,0.0,0.6318974724101104,0.7297970808116768
2.0,0.0,0.313,0.238,0.912246351014596,2.316,24.5967,0.0,0.0177999288002848,0.8944464222143111
2.0,0.0,0.6,0.613,1.0012459950160202,1.102,16.1245,1.0,0.9433962264150944,0.057849768600925826
2.0,3.0,0.755,0.792,0.4939480242079032,11.777,9.434,0.0,0.29369882520469925,0.20024919900320395
2.0,3.0,0.473,0.635,0.3515485938056249,67.398,12.0416,0.0,0.0266998932004272,0.3248487006051977
1.0,1.0,0.551,0.515,0.7653969384122465,24.309,16.0,0.0,0.4182983268066929,0.3470986116055537
0.0,3.0,0.541,0.454,1.0946956212175154,14.746,21.2132,0.0,0.400498398006408,0.6941972232111073
2.0,1.0,0.418,0.297,0.7164471342114632,23.837999999999994,28.1603,0.0,0.18689925240299046,0.5295478818084728
2.0,1.0,0.424,0.324,1.984692061231756,35.018,33.9411,1.0,1.7265930936276257,0.2580989676041299
1.0,0.0,0.7859999999999999,0.957,0.3025987896048416,61.465,14.0357,0.0,0.0177999288002848,0.2847988608045568
0.0,2.0,0.3670000000000001,0.629,0.4850480598077608,55.62300000000001,21.9317,0.0,0.0,0.4850480598077608
1.0,3.0,0.441,0.469,1.0056959772160914,89.031,30.8058,0.0,0.0800996796012816,0.9255962976148098
2.0,3.0,0.3720000000000001,0.393,0.912246351014596,5.91,17.1172,1.0,0.5962976148095408,0.31594873620505515
1.0,0.0,0.126,0.361,7.231221075115701,3.3080000000000003,24.8395,1.0,4.716981132075473,2.514239943040228
2.0,3.0,0.358,0.388,1.3216447134211466,10.775,15.6525,1.0,0.8098967604129584,0.5117479530081882
2.0,1.0,0.604,0.455,0.7653969384122465,45.041,31.0161,0.0,0.18689925240299046,0.5784976860092561
1.0,3.0,0.422,0.41,0.4405482378070488,20.802,14.4222,1.0,0.1957992168031328,0.244749021003916
1.0,3.0,0.378,0.425,0.9255962976148098,26.093000000000004,12.2066,0.0,0.5606977572089712,0.3648985404058386
2.0,0.0,0.203,0.17600000000000002,1.2860448558205768,7.519000000000005,26.0768,0.0,0.4716981132075472,0.8143467426130296
2.0,3.0,0.625,0.8740000000000001,0.8588465646137416,41.236999999999995,15.6525,0.0,0.5606977572089712,0.2981488074047705
1.0,2.0,0.703,0.616,0.3782484870060521,10.737,16.0,0.0,0.11569953720185122,0.2625489498042009
2.0,0.0,0.6509999999999999,0.574,0.8944464222143113,0.586,17.4642,1.0,0.5606977572089712,0.3337486650053401
1.0,3.0,0.375,0.28,2.015841936632253,36.205,14.0357,1.0,0.6229975080099681,1.3928444286222847
1.0,3.0,0.402,0.649,1.4818440726237097,28.866,25.0,1.0,1.2548949804200786,0.22694909220363105
1.0,1.0,0.408,0.385,1.6420434318262729,8.448000000000008,24.3311,0.0,1.023495906016376,0.6185475258098969
1.0,0.0,0.442,0.48,1.0012459950160202,25.488000000000003,24.5967,0.0,0.6407974368102528,0.3604485582057674
1.0,3.0,0.608,0.618,0.5517977928088288,40.354,12.2066,0.0,0.044499822000712015,0.5072979708081168
1.0,3.0,0.407,0.363,0.8054467782128872,22.02099999999999,14.4222,1.0,0.400498398006408,0.4049483802064792
1.0,0.0,0.496,0.435,0.5695977216091136,44.07599999999999,14.5602,0.0,0.10679957280170882,0.4627981488074048
1.0,0.0,0.399,0.415,0.8054467782128872,66.006,14.5602,0.0,0.1245995016019936,0.6808472766108936
3.0,3.0,0.424,0.302,0.8766464934140265,3.244,28.8617,0.0,0.3737985048059809,0.5028479886080455
1.0,3.0,0.281,0.342,2.0692417230331084,15.807,18.4391,0.0,1.4239943040227845,0.6452474190103241
2.0,1.0,0.622,0.551,1.0768956924172306,82.70200000000001,30.3645,0.0,0.44499822000712,0.6318974724101106
1.0,3.0,0.499,0.542,0.6674973300106801,27.48500000000001,19.4165,0.0,0.1245995016019936,0.5428978284086865
0.0,3.0,0.284,0.364,0.7698469206123177,37.919,21.9317,0.0,0.08899964400142403,0.6808472766108937
2.0,1.0,0.484,0.735,1.8111427554289783,12.615,21.2603,1.0,0.1690993236027056,1.6420434318262729
1.0,3.0,0.51,0.569,0.689747241011036,32.106,29.1204,0.0,0.3737985048059809,0.3159487362050551
2.0,3.0,0.7070000000000001,0.627,0.956746173015308,81.661,18.9737,1.0,0.4627981488074049,0.4939480242079031
1.0,1.0,0.415,0.315,0.5918476326094696,74.339,16.1245,0.0,0.0,0.5918476326094696
2.0,3.0,0.43,0.5760000000000001,1.7132431470274117,35.61,18.9737,0.0,0.7475970096119617,0.96564613741545
2.0,1.0,0.453,0.302,0.5606977572089712,0.4130000000000109,25.0,0.0,0.23139907440370244,0.32929868280526875
1.0,3.0,0.314,0.391,2.4919900320398725,17.687999999999988,30.2324,0.0,1.2815948736205056,1.2103951584193668
2.0,3.0,0.493,0.4370000000000001,0.4983980064079744,51.245,19.4165,0.0,0.05339978640085441,0.44499822000712
3.0,3.0,0.487,0.659,0.4627981488074049,16.032,27.5136,0.0,0.0266998932004272,0.4360982556069777
1.0,1.0,0.43,0.6940000000000001,0.5295478818084729,66.26899999999999,12.0416,0.0,0.0978996084015664,0.4316482734069065
1.0,1.0,0.7909999999999999,0.897,0.3426486294054824,58.191,26.3059,1.0,0.0978996084015664,0.244749021003916
1.0,2.0,0.513,0.688,1.2192951228195088,43.797,26.3059,1.0,0.8988964044143825,0.32039871840512635
1.0,3.0,0.5539999999999999,0.754,0.3159487362050552,64.19800000000001,24.0208,0.0,0.0088999644001424,0.3070487718049128
2.0,1.0,0.5870000000000001,0.5670000000000001,0.4583481666073337,57.02,33.0,0.0,0.1245995016019936,0.3337486650053401
0.0,3.0,0.211,0.446,4.227483090067641,62.778999999999996,29.6816,0.0,3.1238875044499825,1.1035955856176582
1.0,0.0,0.413,0.562,0.4360982556069776,30.591,12.0416,0.0,0.11569953720185122,0.3203987184051264
2.0,2.0,0.515,0.615,0.645247419010324,63.956,21.095,0.0,0.29369882520469925,0.35154859380562475
1.0,3.0,0.24,0.556,2.5053399786400856,3.774,36.2215,0.0,1.0946956212175154,1.4106443574225702
2.0,3.0,0.569,0.66,0.5161979352082592,21.28,17.8045,0.0,0.3559985760056961,0.16019935920256312
2.0,1.0,0.371,0.383,1.5263438946244217,2.853,25.0799,1.0,1.1124955500178,0.4138483446066217
3.0,3.0,0.43,0.3720000000000001,1.6108935564257745,30.38300000000001,28.8617,0.0,0.2580989676041296,1.3527945888216448
1.0,1.0,0.331,0.171,0.3559985760056961,5.020999999999988,29.2062,0.0,0.0088999644001424,0.3470986116055537
1.0,1.0,0.606,0.5579999999999999,0.7208971164115344,6.0120000000000005,16.0312,0.0,0.6407974368102528,0.08009967960128161
2.0,1.0,0.6,0.659,0.3426486294054824,39.81200000000001,20.0,1.0,0.0,0.3426486294054824
2.0,3.0,0.329,0.39,1.5797436810252763,89.895,19.4165,1.0,0.8810964756140977,0.6986472054111786
3.0,1.0,0.6779999999999999,0.637,0.3871484514061944,20.578000000000007,38.2099,0.0,0.05339978640085441,0.33374866500534
2.0,3.0,0.687,0.6890000000000001,0.8365966536133858,33.24,14.1421,0.0,0.5339978640085441,0.3025987896048417
1.0,1.0,0.551,0.474,0.3604485582057672,60.00400000000001,12.083,0.0,0.0711997152011392,0.289248843004628
1.0,1.0,0.628,0.391,0.4761480954076184,1.082,20.2485,0.0,0.1957992168031328,0.28034887860448554
2.0,3.0,0.541,0.718,0.7920968316126736,23.741,20.6155,1.0,0.4805980776076896,0.3114987540049841
1.0,1.0,0.339,0.563,5.380028479886081,29.54300000000001,16.0312,1.0,3.613385546457815,1.7666429334282665
1.0,3.0,0.486,0.564,0.8988964044143825,59.769,21.9545,0.0,0.5695977216091136,0.3292986828052689
1.0,1.0,0.642,0.6509999999999999,0.3025987896048416,8.49600000000001,8.9443,0.0,0.0266998932004272,0.2758988964044144
3.0,3.0,0.763,0.831,0.6051975792096832,61.388999999999996,21.1896,0.0,0.2580989676041296,0.3470986116055536
1.0,1.0,0.7909999999999999,0.7140000000000001,0.3826984692061233,9.623999999999997,12.083,0.0,0.06229975080099681,0.3203987184051265
2.0,1.0,0.716,0.693,0.8365966536133858,52.93600000000001,21.095,1.0,0.3915984336062656,0.44499822000712014
2.0,3.0,0.7190000000000001,0.629,0.4271982912068353,42.71600000000001,14.1421,0.0,0.1423994304022784,0.28479886080455685
3.0,3.0,0.573,0.361,0.3025987896048416,1.5519999999999998,16.4924,1.0,0.0711997152011392,0.2313990744037024
1.0,3.0,0.4920000000000001,0.6779999999999999,1.3839444642221432,22.168000000000006,41.9762,1.0,0.7653969384122465,0.6185475258098967
1.0,3.0,0.775,0.703,0.4983980064079744,10.638,8.9443,1.0,0.044499822000712015,0.4538981844072624
1.0,3.0,0.5329999999999999,0.897,1.5708437166251337,60.474,19.2094,0.0,0.5250978996084016,1.0457458170167322
1.0,0.0,0.693,0.569,0.5606977572089712,53.11600000000001,39.2938,1.0,0.0355998576005696,0.5250978996084016
0.0,1.0,0.452,0.25,0.4049483802064792,5.800999999999987,29.2062,0.0,0.13349946600213602,0.2714489142043432
3.0,3.0,0.6990000000000001,0.765,1.1258454966180136,70.158,18.4391,1.0,0.6407974368102528,0.4850480598077608
1.0,1.0,0.6459999999999999,0.903,0.4627981488074049,39.516999999999996,16.5529,0.0,0.0266998932004272,0.4360982556069777
2.0,2.0,0.301,0.541,0.9656461374154504,74.031,24.0,0.0,0.0355998576005696,0.9300462798148807
2.0,0.0,0.603,0.611,0.5918476326094696,7.2570000000000014,43.3244,0.0,0.3559985760056961,0.23584905660377356
1.0,3.0,0.165,0.155,2.2828408686365256,37.884,33.2415,0.0,0.13349946600213602,2.1493414026343896
2.0,1.0,0.353,0.472,1.7532929868280531,25.53,27.5862,1.0,1.2103951584193664,0.5428978284086869
3.0,3.0,0.4,0.453,1.1792452830188682,4.111999999999996,9.434,1.0,0.8721965112139553,0.30704877180491297
3.0,2.0,0.449,0.79,2.714489142043432,5.272999999999996,20.0,1.0,1.824492702029192,0.8899964400142397
1.0,3.0,0.54,0.6629999999999999,0.7698469206123177,65.641,19.2094,0.0,0.3203987184051264,0.44944820220719134
3.0,1.0,0.376,0.7090000000000001,1.3127447490210042,9.545,15.0333,1.0,0.8810964756140977,0.4316482734069066
3.0,3.0,0.52,0.754,0.3782484870060521,24.539999999999992,21.1896,0.0,0.05339978640085441,0.3248487006051977
1.0,3.0,0.804,0.73,0.3159487362050552,13.878,12.2066,0.0,0.0355998576005696,0.2803488786044856
3.0,0.0,0.471,0.413,0.6363474546101816,58.81,18.4391,0.0,0.0711997152011392,0.5651477394090424
3.0,1.0,0.441,0.578,0.5740477038091849,12.932,21.4009,0.0,0.0088999644001424,0.5651477394090425
1.0,1.0,0.7490000000000001,0.66,0.3693485226059096,37.344,16.5529,1.0,0.0177999288002848,0.3515485938056248
3.0,3.0,0.644,0.472,0.3826984692061233,21.931000000000008,13.1529,0.0,0.0,0.3826984692061233
1.0,1.0,0.539,0.525,0.3203987184051264,64.756,17.2047,0.0,0.0177999288002848,0.3025987896048416
3.0,2.0,0.418,0.281,0.5740477038091849,32.992999999999995,19.105,0.0,0.0,0.5740477038091849
2.0,1.0,0.459,0.826,0.5206479174083304,42.231,13.1529,0.0,0.22249911000356,0.2981488074047704
1.0,3.0,0.331,0.294,0.4138483446066216,9.820999999999998,14.1421,0.0,0.044499822000712015,0.3693485226059096
1.0,3.0,0.607,0.412,0.5873976504093985,2.32,12.2066,0.0,0.29369882520469925,0.29369882520469925
3.0,2.0,0.4970000000000001,0.625,0.3826984692061233,30.433000000000003,8.9443,0.0,0.05339978640085441,0.3292986828052689
1.0,0.0,0.345,0.299,0.7742969028123888,20.459,24.0832,0.0,0.13349946600213602,0.6407974368102528
1.0,0.0,0.747,0.701,0.4805980776076896,76.23,11.3137,0.0,0.1957992168031328,0.28479886080455674
2.0,2.0,0.46,0.884,0.3648985404058384,10.289,9.2195,0.0,0.08899964400142403,0.2758988964044144
2.0,3.0,0.308,0.204,0.5784976860092561,15.763000000000005,14.1421,0.0,0.2847988608045568,0.2936988252046993
3.0,3.0,0.639,0.579,1.4595941616233536,24.75,12.6491,1.0,0.9522961908152368,0.5072979708081169
3.0,1.0,0.493,0.416,0.7208971164115344,12.477,28.0179,0.0,0.2491990032039872,0.4716981132075472
3.0,0.0,0.435,0.584,0.3114987540049841,85.851,21.2603,0.0,0.05339978640085441,0.2580989676041297
0.0,1.0,0.522,0.426,0.5517977928088288,73.726,37.855,0.0,0.044499822000712015,0.5072979708081168
3.0,2.0,0.615,0.642,0.6986472054111784,47.61,8.9443,0.0,0.13349946600213602,0.5651477394090424
2.0,2.0,0.6829999999999999,0.568,0.3159487362050552,18.59899999999999,9.2195,0.0,0.0978996084015664,0.2180491278034888
1.0,1.0,0.514,0.522,0.5428978284086865,30.42699999999999,18.0278,0.0,0.3203987184051264,0.2224991100035601
3.0,3.0,0.723,0.925,0.5651477394090424,16.524,28.0,1.0,0.29369882520469925,0.27144891420434314
2.0,2.0,0.623,0.728,0.9255962976148098,25.089,22.0227,1.0,0.3114987540049841,0.6140975436098257
2.0,0.0,0.6779999999999999,0.595,0.5295478818084729,16.48,11.3137,0.0,0.3915984336062656,0.13794944820220728
3.0,2.0,0.613,0.759,0.5028479886080457,43.90600000000001,12.0416,0.0,0.1245995016019936,0.3782484870060521
1.0,3.0,0.626,0.7240000000000001,0.4316482734069064,17.72,24.1868,1.0,0.08899964400142403,0.3426486294054824
2.0,1.0,0.322,0.7170000000000001,1.3394446422214314,38.721,22.0227,1.0,0.21359914560341764,1.1258454966180138
1.0,1.0,0.447,0.314,0.3203987184051264,45.67699999999999,33.6155,0.0,0.0,0.3203987184051264
